,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
33699,P12_104_212,P12,P12_104,00:14:25.363,00:14:24.61,00:14:25.72,43230,43286,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
58029,P29_01_256,P29,P29_01,00:15:56.149,00:15:56.98,00:15:58.22,57418,57493,pick up mug,pick-up,0,mug,13,['mug'],[13]
17552,P04_101_76,P04,P04_101,00:03:01.353,00:03:01.13,00:03:02.80,9056,9140,put down tub,put-down,1,tub,23,['tub'],[23]
21518,P04_117_152,P04,P04_117,00:05:12.103,00:05:11.05,00:05:14.28,15552,15713,lay eggs on bread,lay-on,1,egg,53,"['egg', 'bread']","[53, 33]"
824,P01_06_113,P01,P01_06,00:07:38.280,00:07:28.75,00:07:49.25,26925,28155,wash sink,wash,2,sink,63,['sink'],[63]
24149,P06_05_149,P06,P06_05,00:16:46.430,00:16:46.49,00:16:48.68,60389,60520,wash hands,wash,2,hand,11,['hand'],[11]
63900,P35_103_119,P35,P35_103,00:12:59.611,00:12:54.75,00:13:01.29,38737,39064,wash saucepan,wash,2,saucepan,5,['saucepan'],[5]
28772,P08_21_217,P08,P08_21,00:14:45.239,00:14:44.76,00:14:45.85,53085,53151,get the spoon,get,0,spoon,1,['spoon'],[1]
40077,P22_109_227,P22,P22_109,00:07:32.854,00:07:31.80,00:07:34.56,22590,22728,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
57337,P28_111_35,P28,P28_111,00:01:47.167,00:01:46.39,00:01:47.49,5319,5374,take colander,take,0,colander,39,['colander'],[39]
33374,P12_101_494,P12,P12_101,00:33:22.465,00:33:21.64,00:33:22.59,100082,100129,take paper from paper roll,take-from,0,paper,49,"['paper', 'roll:paper']","[49, 93]"
44947,P22_16_254,P22,P22_16,00:12:44.480,00:12:43.91,00:12:45.00,45834,45900,put down carrot peeler,put-down,1,peeler:carrot,87,['peeler:carrot'],[87]
38527,P22_102_101,P22,P22_102,00:02:51.403,00:02:50.70,00:02:51.24,8535,8562,pick up glass,pick-up,0,glass,10,['glass'],[10]
23034,P04_121_698,P04,P04_121,00:27:40.603,00:27:40.28,00:27:42.31,83014,83115,pick up pan,pick-up,0,pan,5,['pan'],[5]
3257,P01_107_14,P01,P01_107,00:00:24.601,00:00:23.79,00:00:25.21,1189,1260,put down cereals,put-down,1,cereal,99,['cereal'],[99]
41414,P22_111_118,P22,P22_111,00:05:15.351,00:05:14.45,00:05:15.50,15722,15775,pick up egg,pick-up,0,egg,53,['egg'],[53]
4006,P01_109_663,P01,P01_109,00:49:42.600,00:49:42.45,00:49:45.79,149122,149289,lather fork,lather,2,fork,14,['fork'],[14]
12517,P03_04_263,P03,P03_04,00:18:57.640,00:18:54.16,00:18:55.16,68049,68109,put plate,put,1,plate,2,['plate'],[2]
51729,P26_110_69,P26,P26_110,00:03:38.614,00:03:37.93,00:03:39.49,10896,10974,put down pasta,put-down,1,pasta,45,['pasta'],[45]
15204,P03_120_74,P03,P03_120,00:02:40.350,00:02:40.23,00:02:40.74,8011,8037,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
52931,P26_21_30,P26,P26_21,00:02:52.330,00:02:52.43,00:02:54.44,10345,10466,put lid,put,1,lid,6,['lid'],[6]
44779,P22_16_102,P22,P22_16,00:03:19.239,00:03:19.19,00:03:20.31,11951,12018,put down down can,put-down,1,can,61,['can'],[61]
54318,P27_103_495,P27,P27_103,00:34:31.400,00:34:30.94,00:34:32.19,103547,103609,pick up plates,pick-up,0,plate,2,['plate'],[2]
15758,P03_20_4,P03,P03_20,00:00:12.780,00:00:10.93,00:00:12.07,655,724,grab spoon,grab,0,spoon,1,['spoon'],[1]
67104,P37_102_64,P37,P37_102,00:04:47.155,00:04:46.54,00:04:48.12,14327,14406,take carrots,take,0,carrot,41,['carrot'],[41]
55160,P27_105_71,P27,P27_105,00:04:30.857,00:04:30.27,00:04:30.74,13513,13537,put down knife,put-down,1,knife,4,['knife'],[4]
25094,P06_101_402,P06,P06_101,00:30:04.404,00:30:03.32,00:30:04.72,90166,90236,put recycling bin on shelf,put-on,1,bin:recycling,36,"['bin:recycling', 'shelf']","[36, 247]"
39526,P22_106_44,P22,P22_106,00:01:16.614,00:01:15.69,00:01:16.76,3784,3838,pick up spoon rest,pick-up,0,rest:spoon,109,['rest:spoon'],[109]
52493,P26_124_110,P26,P26_124,00:07:06.357,00:07:06.56,00:07:10.78,21328,21539,rinse fork,rinse,2,fork,14,['fork'],[14]
1951,P01_102_34,P01,P01_102,00:01:26.101,00:01:25.95,00:01:26.66,4297,4333,take fork,take,0,fork,14,['fork'],[14]
26402,P07_101_21,P07,P07_101,00:02:13.381,00:02:12.22,00:02:13.15,6611,6657,open door,open,3,door,3,['door'],[3]
4135,P01_109_78,P01,P01_109,00:04:08.352,00:04:06.73,00:04:07.80,12336,12390,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30]
37552,P22_07_559,P22,P22_07,00:26:57.670,00:26:58.81,00:27:09.19,97128,97751,clean microwave,clean,2,microwave,90,['microwave'],[90]
19554,P04_109_482,P04,P04_109,00:15:05.350,00:15:04.80,00:15:07.85,45240,45392,wipe up coriander,wipe-up,2,coriander,173,['coriander'],[173]
14614,P03_117_4,P03,P03_117,00:00:08.628,00:00:08.30,00:00:09.14,415,457,take washing up liquid,take,0,liquid:washing:up,22,['liquid:washing:up'],[22]
34929,P17_03_24,P17,P17_03,00:07:36.520,00:08:15.26,00:08:25.33,29715,30319,put down lid,put-down,1,lid,6,['lid'],[6]
53481,P27_101_167,P27,P27_101,00:07:08.859,00:07:08.59,00:07:09.38,21429,21469,pick up glass,pick-up,0,glass,10,['glass'],[10]
13173,P03_101_227,P03,P03_101,00:09:13.852,00:09:13.46,00:09:14.51,27673,27725,put down butter and cheese,put-down,1,butter,78,"['butter', 'cheese']","[78, 32]"
38879,P22_103_295,P22,P22_103,00:09:32.362,00:09:30.44,00:09:35.36,28522,28768,lather ladle,lather,2,ladle,97,['ladle'],[97]
56089,P28_09_53,P28,P28_09,00:03:11.480,00:03:26.84,00:03:28.79,12410,12527,take avocado,take,0,avocado,176,['avocado'],[176]
48466,P24_08_168,P24,P24_08,00:12:14.050,00:12:13.95,00:12:15.21,44037,44112,open fridge,open,3,fridge,12,['fridge'],[12]
65371,P35_107_137,P35,P35_107,00:09:15.350,00:09:14.93,00:09:17.17,27746,27858,put down cloth,put-down,1,cloth,17,['cloth'],[17]
56429,P28_103_198,P28,P28_103,00:19:36.154,00:19:36.05,00:19:39.23,58802,58961,take chopping board,take,0,board:chopping,18,['board:chopping'],[18]
1748,P01_09_759,P01,P01_09,00:51:26.539,00:51:26.57,00:51:27.39,185194,185243,put down tong,put-down,1,tong,142,['tong'],[142]
17505,P04_101_33,P04,P04_101,00:00:54.350,00:00:54.47,00:00:55.52,2723,2776,pick up tub,pick-up,0,tub,23,['tub'],[23]
30126,P10_01_75,P10,P10_01,00:09:19.720,00:09:16.63,00:09:21.13,33397,33667,put the pot back,put,1,pot,29,['pot'],[29]
23043,P04_121_705,P04,P04_121,00:27:53.854,00:27:53.38,00:27:53.92,83669,83696,pick up rubber glove,pick-up,0,glove:rubber,60,['glove:rubber'],[60]
18484,P04_107_454,P04,P04_107,00:13:26.353,00:13:26.47,00:13:27.08,40323,40354,pick up pastry brush,pick-up,0,brush:pastry,103,['brush:pastry'],[103]
12992,P03_09_65,P03,P03_09,00:02:32.709,00:02:30.67,00:02:31.33,9040,9079,put cheese on bread,put-on,1,cheese,32,"['cheese', 'bread']","[32, 33]"
51624,P26_109_0,P26,P26_109,00:00:04.611,00:00:04.61,00:00:05.53,230,276,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
48565,P24_08_257,P24,P24_08,00:18:21.920,00:18:21.55,00:18:22.77,66093,66166,put down sponge,put-down,1,sponge,9,['sponge'],[9]
41334,P22_110_47,P22,P22_110,00:01:08.612,00:01:07.49,00:01:12.27,3374,3613,pick up bowls,pick-up,0,bowl,7,['bowl'],[7]
21358,P04_116_209,P04,P04_116,00:09:10.104,00:09:09.45,00:09:10.15,27472,27507,put down butter tub,put-down,1,tub:butter,23,['tub:butter'],[23]
41575,P22_111_263,P22,P22_111,00:10:50.113,00:10:49.34,00:10:50.51,32467,32525,put down jar,put-down,1,jar,40,['jar'],[40]
38032,P22_08_322,P22,P22_08,00:13:08.180,00:12:58.00,00:13:09.07,46680,47344,clean gas stove,clean,2,stove:gas,24,['stove:gas'],[24]
45588,P22_17_359,P22,P22_17,00:13:39.370,00:13:38.04,00:13:40.69,49082,49241,put on grill,put-on,1,grill,24,['grill'],[24]
14179,P03_112_146,P03,P03_112,00:06:14.351,00:06:13.87,00:06:15.74,18693,18787,pick up springform tin bottom,pick-up,0,bottom:springform:tin,35,['bottom:springform:tin'],[35]
14019,P03_109_84,P03,P03_109,00:04:32.431,00:04:31.79,00:04:33.65,13589,13682,rinse sieve,rinse,2,sieve,39,['sieve'],[39]
8786,P02_112_205,P02,P02_112,00:14:30.178,00:14:29.16,00:14:29.96,43458,43498,place ball of dough on tray,place-on,1,ball:dough,25,"['ball:dough', 'tray']","[25, 35]"
1402,P01_09_447,P01,P01_09,00:32:01.380,00:32:01.32,00:32:02.41,115279,115344,open drawer,open,3,drawer,8,['drawer'],[8]
47956,P24_05_252,P24,P24_05,00:22:22.360,00:22:21.48,00:22:22.19,80488,80531,open door,open,3,door,3,['door'],[3]
7745,P02_105_14,P02,P02_105,00:00:23.659,00:00:23.56,00:00:25.66,1178,1283,put down plate,put-down,1,plate,2,['plate'],[2]
40325,P22_109_450,P22,P22_109,00:19:39.351,00:19:39.15,00:19:39.78,58957,58989,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
39868,P22_108_4,P22,P22_108,00:00:10.603,00:00:09.61,00:00:20.15,480,1007,lather sponge,lather,2,sponge,9,['sponge'],[9]
38936,P22_103_346,P22,P22_103,00:11:38.101,00:11:37.19,00:11:37.73,34859,34886,put down place mats,put-down,1,mat:place,84,['mat:place'],[84]
48613,P24_08_30,P24,P24_08,00:01:29.770,00:01:29.64,00:01:31.79,5378,5507,open fridge,open,3,fridge,12,['fridge'],[12]
56373,P28_103_147,P28,P28_103,00:14:14.656,00:14:14.68,00:14:15.44,42734,42772,put green beans,put,1,bean:green,185,['bean:green'],[185]
42589,P22_115_121,P22,P22_115,00:03:34.601,00:03:34.96,00:03:36.03,10748,10801,rinse bowl,rinse,2,bowl,7,['bowl'],[7]
5466,P01_19_60,P01,P01_19,00:03:31.120,00:03:30.00,00:03:32.54,12600,12752,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
49464,P25_103_48,P25,P25_103,00:03:10.131,00:03:09.89,00:03:10.75,9494,9537,lay meat,lay,1,meat,28,['meat'],[28]
5644,P02_02_52,P02,P02_02,00:01:56.549,00:01:56.21,00:02:02.44,6972,7346,rinse glass,rinse,2,glass,10,['glass'],[10]
8119,P02_108_25,P02,P02_108,00:00:55.912,00:00:56.24,00:00:56.79,2812,2839,pick up biscuits,pick-up,0,biscuit,104,['biscuit'],[104]
40849,P22_10_187,P22,P22_10,00:06:24.740,00:06:20.31,00:06:21.03,22818,22861,pick up colander,pick-up,0,colander,39,['colander'],[39]
49772,P25_104_89,P25,P25_104,00:04:19.101,00:04:17.01,00:04:18.81,12850,12940,pick up salt,pick-up,0,salt,38,['salt'],[38]
36278,P21_03_7,P21,P21_03,00:00:43.540,00:00:43.29,00:00:45.71,2597,2742,rinsing one of the tomatoes,rinse,2,tomato,43,['tomato'],[43]
42560,P22_113_97,P22,P22_113,00:02:50.676,00:02:49.52,00:02:50.17,8476,8508,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
5167,P01_18_534,P01,P01_18,00:42:56.209,00:42:54.24,00:42:55.30,154454,154518,open bottle,open,3,bottle,15,['bottle'],[15]
36063,P20_04_52,P20,P20_04,00:03:19.409,00:03:14.33,00:03:20.01,11659,12000,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18]
65299,P35_105_73,P35,P35_105,00:05:06.449,00:05:05.97,00:05:06.84,15298,15341,put down lid,put-down,1,lid,6,['lid'],[6]
51197,P26_104_1,P26,P26_104,00:00:05.609,00:00:05.20,00:00:07.00,260,350,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35]
55293,P28_02_109,P28,P28_02,00:05:17.480,00:05:16.94,00:05:29.81,19016,19788,rinse dish,rinse,2,dish,2,['dish'],[2]
50754,P26_02_29,P26,P26_02,00:02:36.970,00:02:35.41,00:02:36.87,9324,9412,pick up plate,pick-up,0,plate,2,['plate'],[2]
37805,P22_08_118,P22,P22_08,00:04:29.630,00:04:33.30,00:04:37.16,16398,16629,lather pot,lather,2,pot,29,['pot'],[29]
10804,P02_128_5,P02,P02_128,00:00:08.905,00:00:09.14,00:00:09.74,457,487,open coffee machine,open,3,machine:coffee,50,['machine:coffee'],[50]
49178,P25_101_123,P25,P25_101,00:06:47.607,00:06:47.10,00:06:48.43,20355,20421,put down fork,put-down,1,fork,14,['fork'],[14]
60752,P30_107_194,P30,P30_107,00:09:59.85,00:09:59.14,00:09:59.89,29957,29994,take salad,take,0,salad,68,['salad'],[68]
50545,P25_107_54,P25,P25_107,00:05:57.101,00:05:56.37,00:05:58.01,17818,17900,wash hands,wash,2,hand,11,['hand'],[11]
39441,P22_106_248,P22,P22_106,00:06:56.623,00:06:55.55,00:06:56.74,20777,20837,put down jar,put-down,1,jar,40,['jar'],[40]
28283,P08_06_35,P08,P08_06,00:02:05.610,00:02:06.54,00:02:08.79,7592,7727,get bowl,get,0,bowl,7,['bowl'],[7]
20047,P04_110_346,P04,P04_110,00:10:29.350,00:10:28.47,00:10:31.03,31423,31551,put down bowl,put-down,1,bowl,7,['bowl'],[7]
44271,P22_14_16,P22,P22_14,00:00:46.440,00:00:38.95,00:00:41.45,2337,2487,open cupboard,open,3,cupboard,3,['cupboard'],[3]
42167,P22_112_37,P22,P22_112,00:01:14.351,00:01:13.35,00:01:14.93,3667,3746,put down plate and glass,put-down,1,plate,2,"['plate', 'glass']","[2, 10]"
47512,P24_02_71,P24,P24_02,00:05:45.560,00:05:43.09,00:05:44.57,20585,20674,pick up oregano,pick-up,0,oregano,145,['oregano'],[145]
53788,P27_101_443,P27,P27_101,00:21:08.859,00:21:08.75,00:21:09.67,63437,63483,pick up bottle,pick-up,0,bottle,15,['bottle'],[15]
45527,P22_17_303,P22,P22_17,00:11:47.250,00:11:46.32,00:11:48.09,42379,42485,put down glass,put-down,1,glass,10,['glass'],[10]
64100,P35_103_84,P35,P35_103,00:09:56.638,00:09:53.76,00:09:55.82,29688,29791,put down cheese,put-down,1,cheese,32,['cheese'],[32]
41136,P22_10_6,P22,P22_10,00:00:15.959,00:00:10.77,00:00:11.87,646,712,put down down lid,put-down,1,lid,6,['lid'],[6]
28287,P08_06_39,P08,P08_06,00:02:15.180,00:02:14.94,00:02:18.69,8096,8321,place bowl,place,1,bowl,7,['bowl'],[7]
30342,P10_04_133,P10,P10_04,00:15:07.000,00:15:08.40,00:15:18.27,54504,55096,open the cover of the lettuce,open,3,cover,89,"['cover', 'lettuce']","[89, 120]"
38054,P22_08_342,P22,P22_08,00:13:42.750,00:13:41.90,00:13:42.95,49314,49377,take sink filter,take,0,filter:sink,77,['filter:sink'],[77]
50447,P25_107_424,P25,P25_107,00:30:23.113,00:30:21.24,00:30:23.51,91062,91175,put down fork,put-down,1,fork,14,['fork'],[14]
62744,P30_111_44,P30,P30_111,00:01:22.35,00:01:21.54,00:01:21.79,4076,4089,pick up plate,pick-up,0,plate,2,['plate'],[2]
29447,P08_26_15,P08,P08_26,00:00:36.569,00:00:35.44,00:00:40.72,2126,2443,place pan,place,1,pan,5,['pan'],[5]
59058,P30_03_9,P30,P30_03,00:00:34.269,00:00:31.99,00:00:33.99,1919,2039,put up washing up sponge,put-up,1,sponge,9,['sponge'],[9]
8839,P02_112_253,P02,P02_112,00:16:44.154,00:16:43.75,00:16:45.81,50187,50290,get meat from pan,get,0,meat,28,"['meat', 'pan']","[28, 5]"
60472,P30_103_56,P30,P30_103,00:01:33.351,00:01:32.53,00:01:33.79,4626,4689,put down coffee bag,put-down,1,bag:coffee,19,['bag:coffee'],[19]
46507,P23_101_275,P23,P23_101,00:24:17.356,00:24:17.16,00:24:17.79,72858,72889,take spoon,take,0,spoon,1,['spoon'],[1]
18955,P04_107_879,P04,P04_107,00:22:56.603,00:22:56.70,00:22:57.40,68835,68870,pick up rolling pin,pick-up,0,pin:rolling,136,['pin:rolling'],[136]
24576,P06_08_3,P06,P06_08,00:00:17.519,00:00:13.96,00:00:18.84,837,1130,take carrots,take,0,carrot,41,['carrot'],[41]
16683,P04_04_105,P04,P04_04,00:10:44.750,00:10:44.00,00:10:46.37,38640,38782,pick up frying pan,pick-up,0,pan:frying,5,['pan:frying'],[5]
9203,P02_115_25,P02,P02_115,00:01:02.655,00:01:02.55,00:01:04.01,3127,3200,put pie on plate,put-on,1,pie,137,"['pie', 'plate']","[137, 2]"
30860,P11_01_55,P11,P11_01,00:02:15.690,00:02:15.12,00:02:20.71,8107,8442,rinse mug,rinse,2,mug,13,['mug'],[13]
47700,P24_04_22,P24,P24_04,00:01:55.810,00:01:51.27,00:01:57.66,6676,7059,rinse sink,rinse,2,sink,63,['sink'],[63]
20966,P04_113_52,P04,P04_113,00:01:45.100,00:01:44.74,00:01:45.47,5237,5273,open oven,open,3,oven,46,['oven'],[46]
47334,P24_01_47,P24,P24_01,00:07:00.590,00:06:57.79,00:07:02.15,25067,25329,take dish,take,0,dish,2,['dish'],[2]
65282,P35_105_58,P35,P35_105,00:03:42.850,00:03:40.19,00:03:44.07,11009,11203,pick up meat,pick-up,0,meat,28,['meat'],[28]
35597,P20_02_40,P20,P20_02,00:02:19.620,00:02:19.92,00:02:24.18,8395,8650,wash plates with rag,wash-with,2,plate,2,"['plate', 'rag']","[2, 17]"
15025,P03_120_142,P03,P03_120,00:06:51.600,00:06:51.08,00:06:52.22,20554,20611,take chefs knife,take,0,knife:chef,4,['knife:chef'],[4]
24104,P06_05_108,P06,P06_05,00:12:14.140,00:12:29.14,00:12:30.54,44948,45032,open fridge,open,3,fridge,12,['fridge'],[12]
67051,P37_102_16,P37,P37_102,00:01:03.662,00:01:03.55,00:01:04.38,3177,3219,take pan,take,0,pan,5,['pan'],[5]
33297,P12_101_424,P12,P12_101,00:27:27.442,00:27:26.51,00:27:28.49,82325,82424,put mozzarella and knife onto cutting board,put-onto,1,mozzarella,32,"['mozzarella', 'knife', 'board:cutting']","[32, 4, 18]"
65883,P35_108_289,P35,P35_108,00:18:50.850,00:18:50.47,00:18:51.93,56523,56596,put down cutlery,put-down,1,cutlery,58,['cutlery'],[58]
60143,P30_101_104,P30,P30_101,00:03:28.350,00:03:27.75,00:03:30.50,10387,10525,rinse knife,rinse,2,knife,4,['knife'],[4]
61645,P30_108_164,P30,P30_108,00:07:26.850,00:07:26.55,00:07:29.42,22327,22471,wipe surface,wipe,2,surface,42,['surface'],[42]
7212,P02_09_65,P02,P02_09,00:02:34.280,00:02:33.05,00:02:34.16,9183,9249,put spoon,put,1,spoon,1,['spoon'],[1]
41739,P22_111_410,P22,P22_111,00:15:45.935,00:15:44.88,00:15:45.50,47244,47275,put down spoon,put-down,1,spoon,1,['spoon'],[1]
61748,P30_108_60,P30,P30_108,00:01:57.850,00:01:56.85,00:01:58.60,5842,5930,pick up cutlery and plate,pick-up,0,cutlery,58,"['cutlery', 'plate']","[58, 2]"
4810,P01_18_212,P01,P01_18,00:17:17.520,00:17:16.25,00:17:17.00,62175,62220,take lid,take,0,lid,6,['lid'],[6]
27888,P08_05_122,P08,P08_05,00:08:35.570,00:08:35.23,00:08:36.62,30913,30997,put lid,put,1,lid,6,['lid'],[6]
5627,P02_02_37,P02,P02_02,00:01:23.560,00:01:21.24,00:01:22.49,4874,4949,pick up mug,pick-up,0,mug,13,['mug'],[13]
58617,P29_03_416,P29,P29_03,00:26:46.190,00:26:45.63,00:26:48.39,96337,96503,put watch on side,put-on,1,watch,272,"['watch', 'side']","[272, 42]"
52568,P26_124_179,P26,P26_124,00:10:07.616,00:10:07.72,00:10:08.38,30386,30419,put down napkin holder,put-down,1,holder:napkin,135,['holder:napkin'],[135]
20103,P04_110_398,P04,P04_110,00:11:55.350,00:11:54.28,00:11:56.00,35714,35800,pick up steamed bun,pick-up,0,bun:steamed,33,['bun:steamed'],[33]
60135,P30_06_99,P30,P30_06,00:04:14.569,00:04:10.51,00:04:12.39,15030,15143,rinse knife,rinse,2,knife,4,['knife'],[4]
27583,P08_01_109,P08,P08_01,00:07:27.310,00:07:19.37,00:07:23.00,26362,26580,get avocado,get,0,avocado,176,['avocado'],[176]
50522,P25_107_492,P25,P25_107,00:35:42.859,00:35:41.85,00:35:44.47,107092,107223,pick up aubergine,pick-up,0,aubergine,67,['aubergine'],[67]
62603,P30_111_312,P30,P30_111,00:13:18.10,00:13:17.84,00:13:18.98,39892,39949,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
23826,P05_08_124,P05,P05_08,00:19:46.000,00:19:46.48,00:20:01.35,71188,72081,rinse pan,rinse,2,pan,5,['pan'],[5]
10291,P02_123_250,P02,P02_123,00:13:26.658,00:13:26.69,00:13:27.19,40334,40359,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
44652,P22_15_240,P22,P22_15,00:09:05.820,00:09:02.74,00:09:06.14,32564,32768,grab spoon,grab,0,spoon,1,['spoon'],[1]
22509,P04_121_224,P04,P04_121,00:10:04.850,00:10:04.11,00:10:06.20,30205,30310,put down bowl,put-down,1,bowl,7,['bowl'],[7]
64911,P35_105_11,P35,P35_105,00:00:43.600,00:00:42.17,00:00:43.79,2108,2189,open drawer,open,3,drawer,8,['drawer'],[8]
24121,P06_05_123,P06,P06_05,00:13:33.260,00:13:34.32,00:13:37.48,48859,49048,put lid on jar,put-on,1,lid,6,"['lid', 'jar']","[6, 40]"
27043,P07_111_22,P07,P07_111,00:00:54.640,00:00:54.04,00:00:57.53,2702,2876,rinse lid,rinse,2,lid,6,['lid'],[6]
32155,P11_109_42,P11,P11_109,00:01:11.350,00:01:10.86,00:01:13.49,3543,3674,pick up glasses,pick-up,0,glass,10,['glass'],[10]
17403,P04_101_158,P04,P04_101,00:05:45.353,00:05:45.28,00:05:46.55,17264,17327,pick up aeropress,pick-up,0,aeropress,50,['aeropress'],[50]
55853,P28_06_50,P28,P28_06,00:04:39.520,00:04:40.33,00:04:41.43,16819,16885,put down chopping board,put-down,1,board:chopping,18,['board:chopping'],[18]
5508,P01_19_99,P01,P01_19,00:05:17.000,00:05:14.85,00:05:24.35,18891,19461,wipe counter,wipe,2,counter,42,['counter'],[42]
65460,P35_107_217,P35,P35_107,00:15:17.943,00:15:16.46,00:15:18.47,45823,45923,put down hand-held hoover,put-down,1,hoover:hand:held,225,['hoover:hand:held'],[225]
8486,P02_109_174,P02,P02_109,00:14:38.404,00:14:38.60,00:14:39.27,43930,43963,put down brush,put-down,1,brush,103,['brush'],[103]
1407,P01_09_451,P01,P01_09,00:32:16.070,00:32:15.86,00:32:16.60,116151,116196,take tong,take,0,tong,142,['tong'],[142]
18312,P04_107_3,P04,P04_107,00:00:02.850,00:00:02.65,00:00:03.25,132,162,put down tea towel,put-down,1,towel:tea,52,['towel:tea'],[52]
63101,P30_113_16,P30,P30_113,00:00:24.851,00:00:23.70,00:00:24.70,1185,1235,put tissue paper,put,1,paper:tissue,88,['paper:tissue'],[88]
11243,P02_129_479,P02,P02_129,00:17:39.405,00:17:39.12,00:17:40.28,52955,53014,put down clip,put-down,1,clip,129,['clip'],[129]
48499,P24_08_198,P24,P24_08,00:14:29.850,00:14:29.41,00:14:31.80,52164,52308,take mozzarella bag,take,0,bag:mozzarella,19,['bag:mozzarella'],[19]
51824,P26_112_17,P26,P26_112,00:00:51.101,00:00:51.19,00:00:51.92,2559,2596,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
24266,P06_05_53,P06,P06_05,00:06:09.009,00:06:10.00,00:06:11.11,22200,22266,take jar,take,0,jar,40,['jar'],[40]
47313,P24_01_27,P24,P24_01,00:03:28.140,00:03:24.74,00:03:28.98,12284,12538,open coffee pot,open,3,pot:coffee,50,['pot:coffee'],[50]
40201,P22_109_339,P22,P22_109,00:14:58.850,00:14:58.05,00:14:58.39,44902,44919,put down sponge,put-down,1,sponge,9,['sponge'],[9]
48902,P25_05_119,P25,P25_05,00:19:32.220,00:19:30.82,00:19:31.98,70249,70318,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
36873,P22_06_117,P22,P22_06,00:04:22.330,00:04:20.25,00:04:21.09,15615,15665,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
39355,P22_106_170,P22,P22_106,00:04:40.101,00:04:40.46,00:04:43.75,14022,14187,rinse cutting board,rinse,2,board:cutting,18,['board:cutting'],[18]
63911,P35_103_129,P35,P35_103,00:14:08.617,00:14:06.64,00:14:10.89,42332,42544,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
41392,P22_111_0,P22,P22_111,00:00:14.101,00:00:13.28,00:00:13.86,664,693,pick up glass,pick-up,0,glass,10,['glass'],[10]
57595,P28_113_26,P28,P28_113,00:01:20.154,00:01:19.93,00:01:20.81,3996,4040,open cupboard,open,3,cupboard,3,['cupboard'],[3]
57706,P28_11_36,P28,P28_11,00:02:15.040,00:02:35.04,00:02:37.33,9302,9439,open drawer,open,3,drawer,8,['drawer'],[8]
39977,P22_109_137,P22,P22_109,00:04:16.106,00:04:15.56,00:04:17.26,12778,12863,rinse hands,rinse,2,hand,11,['hand'],[11]
27539,P07_117_96,P07,P07_117,00:04:49.160,00:04:48.98,00:04:52.57,14449,14628,wash spoon,wash,2,spoon,1,['spoon'],[1]
